<H1>	<H1>	<H1>	タグ		
個	コ	個	名詞-一般		
入	イリ	入	名詞-固有名詞-地域-一般		
」	」	」	記号-括弧閉		
を	ヲ	を	助詞-格助詞-一般		
全国	ゼンコク	全国	名詞-一般		
発売	ハツバイ	発売	名詞-サ変接続		
いたし	イタシ	いたす	動詞-非自立	五段・サ行	連用形
ます	マス	ます	助動詞	特殊・マス	基本形
。	。	。	記号-句点		
冷凍	レイトウ	冷凍	名詞-サ変接続		
食品	ショクヒン	食品	名詞-一般		
は	ハ	は	助詞-係助詞		
、	、	、	記号-読点		
昼食	チュウショク	昼食	名詞-一般		
や	ヤ	や	助詞-並立助詞		
間食	カンショク	間食	名詞-サ変接続		
時	ジ	時	名詞-接尾-副詞可能		
に	ニ	に	助詞-格助詞-一般		
、	、	、	記号-読点		
ご	ゴ	ご	接頭詞-名詞接続		
家庭	カテイ	家庭	名詞-一般		
で	デ	で	助詞-格助詞-一般		
手軽	テガル	手軽	名詞-形容動詞語幹		
に	ニ	に	助詞-副詞化		
食べる	タベル	食べる	動詞-自立	一段	基本形
こと	コト	こと	名詞-非自立-一般		
が	ガ	が	助詞-格助詞-一般		
できる	デキル	できる	動詞-自立	一段	基本形
食材	ショクザイ	食材	名詞-一般		
として	トシテ	として	助詞-格助詞-連語		
、	、	、	記号-読点		
ご	ゴ	ご	接頭詞-名詞接続		
家族	カゾク	家族	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
持つ	モツ	持つ	動詞-自立	五段・タ行	基本形
女性	ジョセイ	女性	名詞-一般		
の	ノ	の	助詞-連体化		
方	ホウ	方	名詞-非自立-一般		
を	ヲ	を	助詞-格助詞-一般		
中心	チュウシン	中心	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
支持	シジ	支持	名詞-サ変接続		
さ	サ	する	動詞-自立	サ変・スル	未然レル接続
れ	レ	れる	動詞-接尾	一段	連用形
て	テ	て	助詞-接続助詞		
おり	オリ	おる	動詞-非自立	五段・ラ行	連用形
ます	マス	ます	助動詞	特殊・マス	基本形
。	。	。	記号-句点		
その	ソノ	その	連体詞		
市場	シジョウ	市場	名詞-一般		
は	ハ	は	助詞-係助詞		
近年	キンネン	近年	名詞-副詞可能		
、	、	、	記号-読点		
内	ウチ	内	接頭詞-名詞接続		
食	ショク	食	名詞-一般		
志向	シコウ	志向	名詞-サ変接続		
の	ノ	の	助詞-連体化		
高まり	タカマリ	高まり	名詞-一般		
も	モ	も	助詞-係助詞		
あり	アリ	ある	動詞-自立	五段・ラ行	連用形
、	、	、	記号-読点		
拡大	カクダイ	拡大	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
て	テ	て	助詞-接続助詞		
おり	オリ	おる	動詞-非自立	五段・ラ行	連用形
ます	マス	ます	助動詞	特殊・マス	基本形
。	。	。	記号-句点		
今回	コンカイ	今回	名詞-副詞可能		
発売	ハツバイ	発売	名詞-サ変接続		
する	スル	する	動詞-自立	サ変・スル	基本形
「	「	「	記号-括弧開		
銀座	ギンザ	銀座	名詞-固有名詞-地域-一般		
カリードリア	カリードリア	カリードリア	未知語		
2	2	2	未知語		
個	コ	個	名詞-一般		
入	イリ	入	名詞-固有名詞-地域-一般		
」	」	」	記号-括弧閉		
は	ハ	は	助詞-係助詞		
、	、	、	記号-読点		
バター	バター	バター	名詞-一般		
風味	フウミ	風味	名詞-一般		
ピラフ	ピラフ	ピラフ	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
、	、	、	記号-読点		
「	「	「	記号-括弧開		
銀座	ギンザ	銀座	名詞-固有名詞-地域-一般		
カリー	カリー	カリー	未知語		
」	」	」	記号-括弧閉		
と	ト	と	助詞-格助詞-引用		
同じ	オナジ	同じ	連体詞		
「	「	「	記号-括弧開		
二	ニ	二	名詞-数		
段	ダン	段	名詞-接尾-助数詞		
仕込み	シコミ	仕込み	名詞-一般		
ブイヨン	ブイヨン	ブイヨン	名詞-一般		
」	」	」	記号-括弧閉		
を	ヲ	を	助詞-格助詞-一般		
使用	シヨウ	使用	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
た	タ	た	助動詞	特殊・タ	基本形
芳醇	ホウジュン	芳醇	名詞-形容動詞語幹		
な	ナ	だ	助動詞	特殊・ダ	体言接続
カレー	カレー	カレー	名詞-一般		
ソース	ソース	ソース	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
かけ	カケ	かける	動詞-自立	一段	連用形
、	、	、	記号-読点		
北海道	ホッカイドウ	北海道	名詞-固有名詞-地域-一般		
十勝	トカチ	十勝	名詞-固有名詞-地域-一般		
産	サン	産	名詞-接尾-地域		
の	ノ	の	助詞-連体化		
ゴーダチーズ	ゴーダチーズ	ゴーダチーズ	未知語		
を	ヲ	を	助詞-格助詞-一般		
トッピング	トッピング	トッピング	未知語		
し	シ	する	動詞-自立	サ変・スル	連用形
て	テ	て	助詞-接続助詞		
まろやか	マロヤカ	まろやか	名詞-形容動詞語幹		
に	ニ	に	助詞-副詞化		
仕上げ	シアゲ	仕上げる	動詞-自立	一段	連用形
た	タ	た	助動詞	特殊・タ	基本形
ドリア	ドリア	ドリア	名詞-一般		
です	デス	です	助動詞	特殊・デス	基本形
。	。	。	記号-句点		
「	「	「	記号-括弧開		
銀座	ギンザ	銀座	名詞-固有名詞-地域-一般		
カリー	カリー	カリー	未知語		
」	」	」	記号-括弧閉		
の	ノ	の	助詞-連体化		
おいし	オイシ	おいしい	形容詞-自立	形容詞・イ段	ガル接続
さ	サ	さ	名詞-接尾-特殊		
を	ヲ	を	助詞-格助詞-一般		
昼食	チュウショク	昼食	名詞-一般		
時	ジ	時	名詞-接尾-副詞可能		
や	ヤ	や	助詞-並立助詞		
間食	カンショク	間食	名詞-サ変接続		
時	ジ	時	名詞-接尾-副詞可能		
など	ナド	など	助詞-副助詞		
お	オ	お	接頭詞-名詞接続		
好き	スキ	好き	名詞-形容動詞語幹		
な	ナ	だ	助動詞	特殊・ダ	体言接続
時	トキ	時	名詞-非自立-副詞可能		
に	ニ	に	助詞-格助詞-一般		
、	、	、	記号-読点		
お	オ	お	接頭詞-名詞接続		
手軽	テガル	手軽	名詞-形容動詞語幹		
な	ナ	だ	助動詞	特殊・ダ	体言接続
冷凍	レイトウ	冷凍	名詞-サ変接続		
食品	ショクヒン	食品	名詞-一般		
の	ノ	の	助詞-連体化		
ドリア	ドリア	ドリア	名詞-一般		
で	デ	で	助詞-格助詞-一般		
お	オ	お	接頭詞-名詞接続		
楽しみ	タノシミ	楽しみ	名詞-一般		
いただけ	イタダケ	いただける	動詞-自立	一段	連用形
ます	マス	ます	助動詞	特殊・マス	基本形
。	。	。	記号-句点		
新	シン	新	接頭詞-名詞接続		
商品	ショウヒン	商品	名詞-一般		
の	ノ	の	助詞-連体化		
特長	トクチョウ	特長	名詞-一般		
と	ト	と	助詞-並立助詞		
概要	ガイヨウ	概要	名詞-一般		
は	ハ	は	助詞-係助詞		
次	ツギ	次	名詞-一般		
の	ノ	の	助詞-連体化		
通り	トオリ	通り	名詞-非自立-副詞可能		
です	デス	です	助動詞	特殊・デス	基本形
。	。	。	記号-句点		
「	「	「	記号-括弧開		
銀座	ギンザ	銀座	名詞-固有名詞-地域-一般		
カリードリア	カリードリア	カリードリア	未知語		
2	2	2	未知語		
個	コ	個	名詞-一般		
入	イリ	入	名詞-固有名詞-地域-一般		
」	」	」	記号-括弧閉		
・	・	・	記号-一般		
「	「	「	記号-括弧開		
銀座	ギンザ	銀座	名詞-固有名詞-地域-一般		
カリー	カリー	カリー	未知語		
」	」	」	記号-括弧閉		
と	ト	と	助詞-格助詞-引用		
同じ	オナジ	同じ	連体詞		
「	「	「	記号-括弧開		
二	ニ	二	名詞-数		
段	ダン	段	名詞-接尾-助数詞		
仕込み	シコミ	仕込み	名詞-一般		
ブイヨン	ブイヨン	ブイヨン	名詞-一般		
」	」	」	記号-括弧閉		
に	ニ	に	助詞-格助詞-一般		
、	、	、	記号-読点		
薄切り	ウスギリ	薄切り	名詞-サ変接続		
牛肉	ギュウニク	牛肉	名詞-一般		
と	ト	と	助詞-並立助詞		
細切り	コマギリ	細切り	名詞-一般		
たま	タマ	たま	名詞-一般		
ねぎ	ネギ	ねぎ	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
加え	クワエ	加える	動詞-自立	一段	連用形
て	テ	て	助詞-接続助詞		
じっくり	ジックリ	じっくり	副詞-一般		
煮込ん	ニコン	煮込む	動詞-自立	五段・マ行	連用タ接続
だ	ダ	だ	助動詞	特殊・タ	基本形
芳醇	ホウジュン	芳醇	名詞-形容動詞語幹		
な	ナ	だ	助動詞	特殊・ダ	体言接続
カレー	カレー	カレー	名詞-一般		
ソース	ソース	ソース	名詞-一般		
です	デス	です	助動詞	特殊・デス	基本形
。	。	。	記号-句点		
・	・	・	記号-一般		
ピラフ	ピラフ	ピラフ	名詞-一般		
は	ハ	は	助詞-係助詞		
、	、	、	記号-読点		
銀座	ギンザ	銀座	名詞-固有名詞-地域-一般		
カリーソース	カリーソース	カリーソース	未知語		
と	ト	と	助詞-格助詞-一般		
の	ノ	の	助詞-連体化		
相性	アイショウ	相性	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
考慮	コウリョ	考慮	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
て	テ	て	助詞-接続助詞		
開発	カイハツ	開発	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
た	タ	た	助動詞	特殊・タ	基本形
、	、	、	記号-読点		
ブイヨン	ブイヨン	ブイヨン	名詞-一般		
で	デ	で	助詞-格助詞-一般		
炊き	タキ	炊く	動詞-自立	五段・カ行イ音便	連用形
上げ	アゲ	上げる	動詞-自立	一段	連用形
た	タ	た	助動詞	特殊・タ	基本形
バター	バター	バター	名詞-一般		
風味	フウミ	風味	名詞-一般		
ピラフ	ピラフ	ピラフ	名詞-一般		
。	。	。	記号-句点		
トッピング	トッピング	トッピング	未知語		
の	ノ	の	助詞-連体化		
チーズ	チーズ	チーズ	名詞-一般		
は	ハ	は	助詞-係助詞		
、	、	、	記号-読点		
北海道	ホッカイドウ	北海道	名詞-固有名詞-地域-一般		
十勝	トカチ	十勝	名詞-固有名詞-地域-一般		
産	サン	産	名詞-接尾-地域		
の	ノ	の	助詞-連体化		
ゴーダチーズ	ゴーダチーズ	ゴーダチーズ	未知語		
と	ト	と	助詞-並立助詞		
パセリ	パセリ	パセリ	名詞-一般		
の	ノ	の	助詞-連体化		
ミックスチーズ	ミックスチーズ	ミックスチーズ	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
使用	シヨウ	使用	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
まし	マシ	ます	助動詞	特殊・マス	連用形
た	タ	た	助動詞	特殊・タ	基本形
。	。	。	記号-句点		
・	・	・	記号-一般		
「	「	「	記号-括弧開		
銀座	ギンザ	銀座	名詞-固有名詞-地域-一般		
カリー	カリー	カリー	未知語		
」	」	」	記号-括弧閉		
の	ノ	の	助詞-連体化		
おいし	オイシ	おいしい	形容詞-自立	形容詞・イ段	ガル接続
さ	サ	さ	名詞-接尾-特殊		
を	ヲ	を	助詞-格助詞-一般		
、	、	、	記号-読点		
お	オ	お	接頭詞-名詞接続		
手軽	テガル	手軽	名詞-形容動詞語幹		
な	ナ	だ	助動詞	特殊・ダ	体言接続
冷凍	レイトウ	冷凍	名詞-サ変接続		
食品	ショクヒン	食品	名詞-一般		
の	ノ	の	助詞-連体化		
ドリア	ドリア	ドリア	名詞-一般		
で	デ	で	助詞-格助詞-一般		
お	オ	お	接頭詞-名詞接続		
楽しみ	タノシミ	楽しみ	名詞-一般		
いただけ	イタダケ	いただける	動詞-自立	一段	連用形
ます	マス	ます	助動詞	特殊・マス	基本形
。	。	。	記号-句点		
商品	ショウヒン	商品	名詞-一般		
名	メイ	名	名詞-接尾-一般		
銀座	ギンザ	銀座	名詞-固有名詞-地域-一般		
カリードリア	カリードリア	カリードリア	未知語		
2	2	2	未知語		
個	コ	個	名詞-一般		
入	ニュウ	入	接頭詞-名詞接続		
名称	メイショウ	名称	名詞-一般		
ドリア	ドリア	ドリア	名詞-一般		
メーカー	メーカー	メーカー	名詞-一般		
希望	キボウ	希望	名詞-サ変接続		
小売	コウリ	小売	名詞-サ変接続		
価格	カカク	価格	名詞-一般		
オープン	オープン	オープン	名詞-サ変接続		
価格	カカク	価格	名詞-一般		
内容	ナイヨウ	内容	名詞-一般		
量	リョウ	量	名詞-接尾-一般		
360g	360g	360g	未知語		
（	（	（	記号-括弧開		
2	2	2	未知語		
個	コ	個	名詞-一般		
入	イリ	入	名詞-固有名詞-地域-一般		
）	）	）	記号-括弧閉		
発売	ハツバイ	発売	名詞-サ変接続		
日	ビ	日	名詞-接尾-一般		
2011	2011	2011	未知語		
年	トシ	年	名詞-一般		
2	2	2	未知語		
月	ツキ	月	名詞-一般		
21	21	21	未知語		
日	ビ	日	名詞-接尾-一般		
販売	ハンバイ	販売	名詞-サ変接続		
地区	チク	地区	名詞-一般		
全国	ゼンコク	全国	名詞-一般		
EOS
EOS
EOS
<H3>	<H3>	<H3>	タグ		
26	26	26	未知語		
</H3>	</H3>	</H3>	タグ		
EOS
当社	トウシャ	当社	名詞-一般		
は	ハ	は	助詞-係助詞		
、	、	、	記号-読点		
2011	2011	2011	未知語		
年	トシ	年	名詞-一般		
2	2	2	未知語		
月	ツキ	月	名詞-一般		
21	21	21	未知語		
日	ビ	日	名詞-接尾-一般		
から	カラ	から	助詞-格助詞-一般		
、	、	、	記号-読点		
子ども	コドモ	子ども	名詞-一般		
の	ノ	の	助詞-連体化		
お	オ	お	接頭詞-名詞接続		
弁当	ベントウ	弁当	名詞-一般		
や	ヤ	や	助詞-並立助詞		
お	オ	おる	動詞-非自立	五段・ラ行	体言接続特殊２
やつ	ヤツ	やつ	名詞-非自立-一般		
に	ニ	に	助詞-格助詞-一般		
ぴったり	ピッタリ	ぴったり	名詞-形容動詞語幹		
な	ナ	だ	助動詞	特殊・ダ	体言接続
冷凍	レイトウ	冷凍	名詞-サ変接続		
食品	ショクヒン	食品	名詞-一般		
新	シン	新	接頭詞-名詞接続		
商品	ショウヒン	商品	名詞-一般		
「	「	「	記号-括弧開		
明治	メイジ	明治	名詞-固有名詞-一般		
どう	ドウ	どう	副詞-助詞類接続		
ぶつ	ブツ	ぶつ	動詞-自立	五段・タ行	基本形
グラタン	グラタン	グラタン	名詞-一般		
」	」	」	記号-括弧閉		
と	ト	と	助詞-格助詞-引用		
「	「	「	記号-括弧開		
それ	ソレ	それ	名詞-代名詞-一般		
いけ	イケ	いく	動詞-自立	五段・カ行促音便	命令ｅ
！	！	！	記号-一般		
アンパン	アンパン	アンパン	名詞-一般		
マン	マン	マン	名詞-接尾-一般		
元気	ゲンキ	元気	名詞-形容動詞語幹		
な	ナ	だ	助動詞	特殊・ダ	体言接続
よい	ヨイ	よう	動詞-自立	五段・ワ行ウ音便	連用形
こ	コ	くる	動詞-非自立	カ変・クル	未然形
ふんわり	フンワリ	ふんわり	副詞-一般		
ボールメープルシュガーフィリング	ボールメープルシュガーフィリング	ボールメープルシュガーフィリング	未知語		
入り	イリ	入り	名詞-接尾-サ変接続		
」	」	」	記号-括弧閉		
を	ヲ	を	助詞-格助詞-一般		
全国	ゼンコク	全国	名詞-一般		
発売	ハツバイ	発売	名詞-サ変接続		
いたし	イタシ	いたす	動詞-非自立	五段・サ行	連用形
ます	マス	ます	助動詞	特殊・マス	基本形
。	。	。	記号-句点		
「	「	「	記号-括弧開		
明治	メイジ	明治	名詞-固有名詞-一般		
どう	ドウ	どう	副詞-助詞類接続		
ぶつ	ブツ	ぶつ	動詞-自立	五段・タ行	基本形
グラタン	グラタン	グラタン	名詞-一般		
」	」	」	記号-括弧閉		
は	ハ	は	助詞-係助詞		
、	、	、	記号-読点		
当社	トウシャ	当社	名詞-一般		
オリジナル	オリジナル	オリジナル	名詞-一般		
の	ノ	の	助詞-連体化		
「	「	「	記号-括弧開		
くま	クマ	くま	名詞-一般		
」	」	」	記号-括弧閉		
「	「	「	記号-括弧開		
いる	イル	いる	動詞-自立	一段	基本形
か	カ	か	助詞-副助詞／並立助詞／終助詞		
」	」	」	記号-括弧閉		
「	「	「	記号-括弧開		
うさぎ	ウサギ	うさぎ	名詞-一般		
」	」	」	記号-括弧閉		
「	「	「	記号-括弧開		
ひよ	ヒヨ	ひよ	名詞-固有名詞-人名-名		
こ	コ	くる	動詞-非自立	カ変・クル	未然形
」	」	」	記号-括弧閉		
型	ガタ	型	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
4	4	4	未知語		
種類	シュルイ	種類	名詞-一般		
の	ノ	の	助詞-連体化		
フライ	フライ	フライ	名詞-一般		
ド	ド	ド	接頭詞-名詞接続		
ポテト	ポテト	ポテト	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
トッピング	トッピング	トッピング	未知語		
し	シ	する	動詞-自立	サ変・スル	連用形
た	タ	た	助動詞	特殊・タ	基本形
、	、	、	記号-読点		
動物	ドウブツ	動物	名詞-一般		
の	ノ	の	助詞-連体化		
キャラクター	キャラクター	キャラクター	名詞-一般		
が	ガ	が	助詞-格助詞-一般		
楽しい	タノシイ	楽しい	形容詞-自立	形容詞・イ段	基本形
お	オ	お	接頭詞-名詞接続		
弁当	ベントウ	弁当	名詞-一般		
用	ヨウ	用	名詞-接尾-一般		
グラタン	グラタン	グラタン	名詞-一般		
です	デス	です	助動詞	特殊・デス	基本形
。	。	。	記号-句点		
北海道	ホッカイドウ	北海道	名詞-固有名詞-地域-一般		
産	サン	産	名詞-接尾-地域		
生乳	セイニュウ	生乳	名詞-一般		
と	ト	と	助詞-格助詞-一般		
ゴーダチーズ	ゴーダチーズ	ゴーダチーズ	未知語		
を	ヲ	を	助詞-格助詞-一般		
使用	シヨウ	使用	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
、	、	、	記号-読点		
子ども	コドモ	子ども	名詞-一般		
が	ガ	が	助詞-格助詞-一般		
食べ	タベ	食べる	動詞-自立	一段	連用形
やすい	ヤスイ	やすい	形容詞-非自立	形容詞・アウオ段	基本形
味	アジ	味	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
仕上げ	シアゲ	仕上げる	動詞-自立	一段	連用形
まし	マシ	ます	助動詞	特殊・マス	連用形
た	タ	た	助動詞	特殊・タ	基本形
。	。	。	記号-句点		
また	マタ	また	接続詞		
、	、	、	記号-読点		
「	「	「	記号-括弧開		
それ	ソレ	それ	名詞-代名詞-一般		
いけ	イケ	いく	動詞-自立	五段・カ行促音便	命令ｅ
！	！	！	記号-一般		
アンパン	アンパン	アンパン	名詞-一般		
マン	マン	マン	名詞-接尾-一般		
元気	ゲンキ	元気	名詞-形容動詞語幹		
な	ナ	だ	助動詞	特殊・ダ	体言接続
よい	ヨイ	よう	動詞-自立	五段・ワ行ウ音便	連用形
こ	コ	くる	動詞-非自立	カ変・クル	未然形
ふんわり	フンワリ	ふんわり	副詞-一般		
ボールメープルシュガーフィリング	ボールメープルシュガーフィリング	ボールメープルシュガーフィリング	未知語		
入り	イリ	入り	名詞-接尾-サ変接続		
」	」	」	記号-括弧閉		
は	ハ	は	助詞-係助詞		
、	、	、	記号-読点		
子ども	コドモ	子ども	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
人気	ニンキ	人気	名詞-一般		
の	ノ	の	助詞-連体化		
アンパン	アンパン	アンパン	名詞-一般		
マン	マン	マン	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
顔	カオ	顔	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
そのまま	ソノママ	そのまま	副詞-一般		
ひとくち	ヒトクチ	ひとくち	名詞-一般		
サイズ	サイズ	サイズ	名詞-一般		
の	ノ	の	助詞-連体化		
ホットケーキ	ホットケーキ	ホットケーキ	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
し	シ	する	動詞-自立	サ変・スル	連用形
まし	マシ	ます	助動詞	特殊・マス	連用形
た	タ	た	助動詞	特殊・タ	基本形
。	。	。	記号-句点		
カナダ	カナダ	カナダ	名詞-固有名詞-地域-国		
産	サン	産	名詞-接尾-地域		
メープルシュガー	メープルシュガー	メープルシュガー	未知語		
の	ノ	の	助詞-連体化		
フィリング	フィリング	フィリング	未知語		
を	ヲ	を	助詞-格助詞-一般		
、	、	、	記号-読点		
ふんわり	フンワリ	ふんわり	副詞-一般		
し	シ	する	動詞-自立	サ変・スル	連用形
た	タ	た	助動詞	特殊・タ	基本形
食	ショク	食	名詞-一般		
感	カン	感	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
ホットケーキ	ホットケーキ	ホットケーキ	名詞-一般		
生地	キジ	生地	名詞-一般		
で	デ	で	助詞-格助詞-一般		
包ん	ツツン	包む	動詞-自立	五段・マ行	連用タ接続
で	デ	で	助詞-接続助詞		
い	イ	いる	動詞-非自立	一段	連用形
ます	マス	ます	助動詞	特殊・マス	基本形
。	。	。	記号-句点		
忙しい	イソガシイ	忙しい	形容詞-自立	形容詞・イ段	基本形
時間	ジカン	時間	名詞-副詞可能		
帯	タイ	帯	名詞-接尾-一般		
で	デ	で	助詞-格助詞-一般		
も	モ	も	助詞-係助詞		
お	オ	お	接頭詞-名詞接続		
手軽	テガル	手軽	名詞-形容動詞語幹		
に	ニ	に	助詞-副詞化		
、	、	、	記号-読点		
子ども	コドモ	子ども	名詞-一般		
が	ガ	が	助詞-格助詞-一般		
喜ぶ	ヨロコブ	喜ぶ	動詞-自立	五段・バ行	基本形
お	オ	お	接頭詞-名詞接続		
弁当	ベントウ	弁当	名詞-一般		
の	ノ	の	助詞-連体化		
おかず	オカズ	おかず	名詞-一般		
の	ノ	の	助詞-連体化		
一品	イッピン	一品	名詞-一般		
や	ヤ	や	助詞-並立助詞		
、	、	、	記号-読点		
お	オ	おる	動詞-非自立	五段・ラ行	体言接続特殊２
やつ	ヤツ	やつ	名詞-非自立-一般		
を	ヲ	を	助詞-格助詞-一般		
作る	ツクル	作る	動詞-自立	五段・ラ行	基本形
こと	コト	こと	名詞-非自立-一般		
が	ガ	が	助詞-格助詞-一般		
できる	デキル	できる	動詞-自立	一段	基本形
、	、	、	記号-読点		
便利	ベンリ	便利	名詞-形容動詞語幹		
な	ナ	だ	助動詞	特殊・ダ	体言接続
冷凍	レイトウ	冷凍	名詞-サ変接続		
食品	ショクヒン	食品	名詞-一般		
です	デス	です	助動詞	特殊・デス	基本形
。	。	。	記号-句点		
新	シン	新	接頭詞-名詞接続		
商品	ショウヒン	商品	名詞-一般		
の	ノ	の	助詞-連体化		
特長	トクチョウ	特長	名詞-一般		
と	ト	と	助詞-並立助詞		
概要	ガイヨウ	概要	名詞-一般		
は	ハ	は	助詞-係助詞		
次	ツギ	次	名詞-一般		
の	ノ	の	助詞-連体化		
通り	トオリ	通り	名詞-非自立-副詞可能		
です	デス	です	助動詞	特殊・デス	基本形
。	。	。	記号-句点		
「	「	「	記号-括弧開		
明治	メイジ	明治	名詞-固有名詞-一般		
どう	ドウ	どう	副詞-助詞類接続		
ぶつ	ブツ	ぶつ	動詞-自立	五段・タ行	基本形
グラタン	グラタン	グラタン	名詞-一般		
」	」	」	記号-括弧閉		
・	・	・	記号-一般		
どう	ドウ	どう	副詞-助詞類接続		
ぶつ	ブツ	ぶつ	動詞-自立	五段・タ行	基本形
イラスト	イラスト	イラスト	名詞-一般		
入り	イリ	入り	名詞-接尾-サ変接続		
紙カップ	カミカップ	紙カップ	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
、	、	、	記号-読点		
当社	トウシャ	当社	名詞-一般		
オリジナル	オリジナル	オリジナル	名詞-一般		
の	ノ	の	助詞-連体化		
「	「	「	記号-括弧開		
くま	クマ	くま	名詞-一般		
」	」	」	記号-括弧閉		
「	「	「	記号-括弧開		
いる	イル	いる	動詞-自立	一段	基本形
か	カ	か	助詞-副助詞／並立助詞／終助詞		
」	」	」	記号-括弧閉		
「	「	「	記号-括弧開		
うさぎ	ウサギ	うさぎ	名詞-一般		
」	」	」	記号-括弧閉		
「	「	「	記号-括弧開		
ひよ	ヒヨ	ひよ	名詞-固有名詞-人名-名		
こ	コ	くる	動詞-非自立	カ変・クル	未然形
」	」	」	記号-括弧閉		
型	ガタ	型	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
4	4	4	未知語		
種類	シュルイ	種類	名詞-一般		
の	ノ	の	助詞-連体化		
フライ	フライ	フライ	名詞-一般		
ド	ド	ド	接頭詞-名詞接続		
ポテト	ポテト	ポテト	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
トッピング	トッピング	トッピング	未知語		
し	シ	する	動詞-自立	サ変・スル	連用形
まし	マシ	ます	助動詞	特殊・マス	連用形
た	タ	た	助動詞	特殊・タ	基本形
。	。	。	記号-句点		
・	・	・	記号-一般		
北海道	ホッカイドウ	北海道	名詞-固有名詞-地域-一般		
産	サン	産	名詞-接尾-地域		
生乳	セイニュウ	生乳	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
使用	シヨウ	使用	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
た	タ	た	助動詞	特殊・タ	基本形
クリーミー	クリーミー	クリーミー	未知語		
な	ナ	だ	助動詞	特殊・ダ	体言接続
ペン	ペン	ペン	名詞-一般		
ネ	ネ	ネ	助詞-終助詞		
グラタン	グラタン	グラタン	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
、	、	、	記号-読点		
ほど	ホド	ほど	名詞-非自立-副詞可能		
良い	ヨイ	良い	形容詞-自立	形容詞・アウオ段	基本形
甘み	アマミ	甘み	名詞-一般		
の	ノ	の	助詞-格助詞-一般		
ある	アル	ある	動詞-自立	五段・ラ行	基本形
ナポリ	ナポリ	ナポリ	名詞-固有名詞-地域-一般		
タン	タン	タン	名詞-一般		
風	フウ	風	名詞-接尾-一般		
トマト	トマト	トマト	名詞-一般		
ソース	ソース	ソース	名詞-一般		
と	ト	と	助詞-並立助詞		
北海道	ホッカイドウ	北海道	名詞-固有名詞-地域-一般		
十勝	トカチ	十勝	名詞-固有名詞-地域-一般		
産	サン	産	名詞-接尾-地域		
ゴーダチーズ	ゴーダチーズ	ゴーダチーズ	未知語		
と	ト	と	助詞-並立助詞		
パセリ	パセリ	パセリ	名詞-一般		
の	ノ	の	助詞-連体化		
ミックスチーズ	ミックスチーズ	ミックスチーズ	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
トッピング	トッピング	トッピング	未知語		
し	シ	する	動詞-自立	サ変・スル	連用形
、	、	、	記号-読点		
子ども	コドモ	子ども	名詞-一般		
が	ガ	が	助詞-格助詞-一般		
食べ	タベ	食べる	動詞-自立	一段	連用形
やすい	ヤスイ	やすい	形容詞-非自立	形容詞・アウオ段	基本形
味	アジ	味	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
仕上げ	シアゲ	仕上げる	動詞-自立	一段	連用形
まし	マシ	ます	助動詞	特殊・マス	連用形
た	タ	た	助動詞	特殊・タ	基本形
。	。	。	記号-句点		
・	・	・	記号-一般		
朝	チョウ	朝	名詞-固有名詞-地域-国		
の	ノ	の	助詞-連体化		
忙しい	イソガシイ	忙しい	形容詞-自立	形容詞・イ段	基本形
時間	ジカン	時間	名詞-副詞可能		
に	ニ	に	助詞-格助詞-一般		
手軽	テガル	手軽	名詞-形容動詞語幹		
に	ニ	に	助詞-副詞化		
、	、	、	記号-読点		
子ども	コドモ	子ども	名詞-一般		
が	ガ	が	助詞-格助詞-一般		
喜ぶ	ヨロコブ	喜ぶ	動詞-自立	五段・バ行	基本形
お	オ	お	接頭詞-名詞接続		
弁当	ベントウ	弁当	名詞-一般		
の	ノ	の	助詞-連体化		
おかず	オカズ	おかず	名詞-一般		
